entry_number,year_date,dc_title,authid,authname,surname,given_name,initials,afid,affilname,affiliation_city,affiliation_country
172,2019,local and landscape influences on turbidity in urban streams: a global approach using citizen scientists,57191622148,heasley e,Heasley,Eleanore,E.,60011520,King's College London,London,United Kingdom
172,2019,local and landscape influences on turbidity in urban streams: a global approach using citizen scientists,55917010600,loiselle s,Loiselle,Steven,S.,60159385,Earthwatch Institute,Boston,United States
172,2019,local and landscape influences on turbidity in urban streams: a global approach using citizen scientists,57190445547,thornhill i,Thornhill,Ian,I.,60159385,Earthwatch Institute,Boston,United States
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),56811516300,panteleit j,Panteleit,Jörn,J.,60006429,Universität Koblenz-Landau,Koblenz am Rhein,Germany
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),57221602973,horvath t,Horvath,Thomas,T.,60006429,Universität Koblenz-Landau,Koblenz am Rhein,Germany
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),56247553800,jussila j,Jussila,Japo,J.,60103673,Itä-Suomen yliopisto,Kuopio,Finland
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),36661254000,makkonen j,Makkonen,Jenny,J.,60103673,Itä-Suomen yliopisto,Kuopio,Finland
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),57203200377,perry w,Perry,William,W.,60031975,Illinois State University,Chicago,United States
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),7402393106,schulz r,Schulz,Ralf,R.,60006429,Universität Koblenz-Landau,Koblenz am Rhein,Germany
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),25631117900,theissinger k,Theissinger,Kathrin,K.,60006429,Universität Koblenz-Landau,Koblenz am Rhein,Germany
173,2019,invasive rusty crayfish (faxonius rusticus) populations in north america are infected with the crayfish plague disease agent (aphanomyces astaci),55221174600,schrimpf a,Schrimpf,Anne,A.,60006429,Universität Koblenz-Landau,Koblenz am Rhein,Germany
174,2019,the effect of floods on ecosystem metabolism in suburban streams,57190770727,qasem k,Qasem,Karoline,K.,60027561,University of Illinois at Chicago,Chicago,United States
174,2019,the effect of floods on ecosystem metabolism in suburban streams,21735355100,vitousek s,Vitousek,Sean,S.,60027561,University of Illinois at Chicago,Chicago,United States
174,2019,the effect of floods on ecosystem metabolism in suburban streams,8865711900,o'connor b,O'Connor,Ben,B.,60020508,US Army Corps Engineers - Portland District,Portland,United States
174,2019,the effect of floods on ecosystem metabolism in suburban streams,18434214000,hoellein t,Hoellein,Timothy,T.,60003545,Loyola University of Chicago,Chicago,United States
175,2019,"rhodeus amarus (bloch, 1782): a new potential threat for margaritifera auricularia (spengler, 1793) (unionoida, margaritiferidae)",57200037169,soler j,Soler,Joaquín,J.,60032530,Université de Tours,Tours,France
175,2019,"rhodeus amarus (bloch, 1782): a new potential threat for margaritifera auricularia (spengler, 1793) (unionoida, margaritiferidae)",6506663467,wantzen k,Wantzen,Karl M.,K.M.,60032530,Université de Tours,Tours,France
175,2019,"rhodeus amarus (bloch, 1782): a new potential threat for margaritifera auricularia (spengler, 1793) (unionoida, margaritiferidae)",7103253237,araujo r,Araujo,Rafael,R.,60015098,CSIC - Museo Nacional de Ciencias Naturales (MNCN),Madrid,Spain
176,2019,light intensity regulates stoichiometry of benthic grazers through changes in the quality of stream periphyton,56333881500,martyniuk n,Martyniuk,Nicolás,N.,60092023,"Instituto de Investigaciones en Biodiversidad y Medioambiente, Bariloche",Bariloche,Argentina
176,2019,light intensity regulates stoichiometry of benthic grazers through changes in the quality of stream periphyton,6603739493,modenutti b,Modenutti,Beatriz,B.,60092023,"Instituto de Investigaciones en Biodiversidad y Medioambiente, Bariloche",Bariloche,Argentina
176,2019,light intensity regulates stoichiometry of benthic grazers through changes in the quality of stream periphyton,6701463049,balseiro e,Balseiro,Esteban G.,E.G.,60092023,"Instituto de Investigaciones en Biodiversidad y Medioambiente, Bariloche",Bariloche,Argentina
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",15841594800,allen d,Allen,Daniel C.,D.C.,60030931,University of Oklahoma,Norman,United States
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",54883103100,kopp d,Kopp,Darin A.,D.A.,60030931,University of Oklahoma,Norman,United States
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",52263420400,costigan k,Costigan,Katie H.,K.H.,60015161,University of Louisiana at Lafayette,Lafayette,United States
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",6602386025,datry t,Datry,Thibault,T.,60106336,"Réduire, réutiliser, valoriser les ressources des eaux résiduaires",Villeurbanne,France
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",6701515769,hugueny b,Hugueny,Bernard,B.,60027245,Universite Paul Sabatier Toulouse III,Toulouse,France
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",7402934769,turner d,Turner,Dale S.,D.S.,60017383,Nature Conservancy,Arlington,United States
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",55895331400,bodner g,Bodner,Gita S.,G.S.,60017383,Nature Conservancy,Arlington,United States
177,2019,"citizen scientists document long-term streamflow declines in intermittent rivers of the desert southwest, usa",57208427616,flood t,Flood,Timothy J.,T.J.,122460965,Friends of the Agua Fria National Monument,NA,United States
178,2019,water quality monitoring in the xochimilco peri-urban wetland: experiences engaging in citizen science,57208276286,pérez-belmont p,Pérez-Belmont,Patricia,P.,122420303,Restauración Ecológica y Desarrollo A. C.,Benito Juarez,Mexico
178,2019,water quality monitoring in the xochimilco peri-urban wetland: experiences engaging in citizen science,57208271937,alvarado j,Alvarado,Jannice,J.,122420303,Restauración Ecológica y Desarrollo A. C.,Benito Juarez,Mexico
178,2019,water quality monitoring in the xochimilco peri-urban wetland: experiences engaging in citizen science,56118278700,vázquez-salvador n,Vázquez-Salvador,Nallely,N.,122420303,Restauración Ecológica y Desarrollo A. C.,Benito Juarez,Mexico
178,2019,water quality monitoring in the xochimilco peri-urban wetland: experiences engaging in citizen science,57208272160,rodríguez e,Rodríguez,Erika,E.,122420303,Restauración Ecológica y Desarrollo A. C.,Benito Juarez,Mexico
178,2019,water quality monitoring in the xochimilco peri-urban wetland: experiences engaging in citizen science,35186651300,valiente e,Valiente,Elsa,E.,122420303,Restauración Ecológica y Desarrollo A. C.,Benito Juarez,Mexico
178,2019,water quality monitoring in the xochimilco peri-urban wetland: experiences engaging in citizen science,57208271744,díaz j,Díaz,Julio,J.,122420303,Restauración Ecológica y Desarrollo A. C.,Benito Juarez,Mexico
179,2019,"how citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",57190445547,thornhill i,Thornhill,Ian,I.,60022267,Bath Spa University,Bath,United Kingdom
179,2019,"how citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",55917010600,loiselle s,Loiselle,Steven,S.,60159385,Earthwatch Institute,Boston,United States
179,2019,"how citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",34767900900,clymans w,Clymans,Wim,W.,60159385,Earthwatch Institute,Boston,United States
179,2019,"how citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",35103561400,van noordwijk c,Van Noordwijk,C. G.E.,C.G.E.,60159385,Earthwatch Institute,Boston,United States
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,36655434700,cunha d,Cunha,Davi Gasparini Fernandes,D.G.F.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,57208079665,magri r,Magri,Rômulo Amaral Faustino,R.A.F.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,56037506000,tromboni f,Tromboni,Flavia,F.,60001769,"University of Nevada, Reno",Reno,United States
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,16242391900,ranieri v,Ranieri,Victor Eduardo Lima,V.E.L.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,57205082843,fendrich a,Fendrich,Arthur Nicolaus,A.N.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,57208083389,campanhão l,Campanhão,Ligia Maria Barrios,L.M.B.,60008088,Universidade de São Paulo,Sao Paulo,Brazil
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,57208083397,riveros e,Riveros,Elsa Valiente,E.V.,113015367,Restauración Ecológica y Desarrollo (REDES A.C.),Mexico City,Mexico
180,2019,landscape patterns influence nutrient concentrations in aquatic systems: citizen science data from brazil and mexico,57208087061,velázquez j,Velázquez,Jannice Alvarado,J.A.,60032442,Universidad Nacional Autónoma de México,Ciudad de México,Mexico
181,2019,urbanization increases the proportion of aquatic insects in the diets of riparian spiders,54079923000,kelly s,Kelly,Sean P.,S.P.,60071539,"Universidad de Puerto Rico, Recinto de Rio Piedras",San Juan,Puerto Rico
181,2019,urbanization increases the proportion of aquatic insects in the diets of riparian spiders,7005754421,cuevas e,Cuevas,Elvira,E.,60071539,"Universidad de Puerto Rico, Recinto de Rio Piedras",San Juan,Puerto Rico
181,2019,urbanization increases the proportion of aquatic insects in the diets of riparian spiders,7401735232,ramírez a,Ramírez,Alonso,A.,60071539,"Universidad de Puerto Rico, Recinto de Rio Piedras",San Juan,Puerto Rico
182,2019,using citizen science to improve the conservation of the european eel (anguilla anguilla) in the thames river basin district,57208083449,pecorelli j,Pecorelli,Joe P.,J.P.,60009498,Zoological Society of London,London,United Kingdom
182,2019,using citizen science to improve the conservation of the european eel (anguilla anguilla) in the thames river basin district,57208080089,macphie k,Macphie,Kirsty H.,K.H.,60009498,Zoological Society of London,London,United Kingdom
